psraid,state,community,region,registered,oftvote,vote,sex,age,educ,racethn,marital,parent,income,party
206834,17,S,2,1,2,1,2,58,6,1,1,2,10,3
206869,48,S,3,1,1,3,1,99,8,1,3,2,10,3
206877,20,S,2,1,1,1,2,66,6,1,1,2,6,2
206880,29,R,2,1,3,1,1,54,4,1,1,2,5,2
206881,21,S,3,1,1,2,1,34,6,4,1,1,4,3
206883,17,U,2,1,1,1,2,56,8,2,1,1,9,3
206884,17,U,2,1,4,1,1,18,4,3,6,2,7,2
206916,17,U,2,2, ,2,1,19,4,1, , , ,3
206936,20,R,2,2, ,1,1,34,6,1, , , ,3
206944,48,U,3,1,2,2,2,61,3,4,1,2,4,1
206948,48,S,3,2, ,2,1,61,6,1, , , ,3
206955,27,S,2,1,1,1,1,42,6,1,6,2,6,2
206965,17,U,2,1,1,1,2,53,4,2,4,2,1,2
206971,55,R,2,1,1,3,1,50,3,1,6,2,3,3
206976,27,U,2,1,4,3,2,21,3,4,6,2,2,5
206978,41,U,4,2, ,1,1,25,1,3, , , ,3
207050,55,R,4,1,1,1,1,39,5,1,1,1,6,2
207052,49,U,4,2, ,9,2,23,3,4, , , ,3
207066,6,S,4,2, ,1,1,44,3,1, , , ,3
207100,48,S,3,2, ,1,1,30,1,3, , , ,3
207128,46,S,2,1,2,1,1,25,4,1,1,1,2,3
207145,53,S,4,2, ,1,1,24,6,4, , , ,2
207171,6,U,4,1,1,1,1,70,8,1,1,2,8,2
207190,4,U,4,1,6,9,2,39,6,4,1,1,10,3
207207,8,S,4,1,1,1,2,19,4,3,6,2,8,2
207209,15,S,4,2, ,1,1,44,5,3, , , ,1
207216,46,R,2,1,1,1,1,50,6,1,1,1,5,2
207223,6,S,4,1,1,1,1,99,8,4,3,2,6,1
207224,4,U,4,1,1,2,1,27,8,1,1,2,3,3
207234,35,R,4,1,1,2,2,66,4,1,1,2,9,3
207240,6,S,4,1,2,1,2,26,4,3,6,2,3,2
207266,6,S,4,1,1,2,2,78,3,1,6,2,10,1
207269,16,R,4,1,1,1,1,18,3,1,3,1,6,3
207279,6,U,4,1,1,1,2,65,8,1,1,2,9,2
207282,40,S,4,1,1,2,1,39,6,1,1,1,7,1
207293,6,U,4,2, ,2,2,30,6,3, , , ,1
207297,6,S,4,2, ,1,1,49,3,3, , , ,2
207328,4,U,4,1,1,1,2,62,4,3,1,2,10,2
207370,53,S,4,2, ,1,1,21,2,3, , , ,1
207371,6,U,4,2, ,1,2,18,2,3, , , ,4
207374,6,S,4,2, ,2,1,30,6,1, , , ,1
207375,6,S,4,1,1,2,2,67,5,1,1,2,7,3
207394,6,U,4,2, ,9,2,99,5,1, , , ,4
207396,49,R,4,1,2,2,2,39,6,1,1,1,10,3
207410,4,R,4,1,1,2,2,72,8,1,1,2,10,1
207411,8,S,4,1,1,2,1,60,6,1,1,2,7,3
207417,35,U,4,1,3,2,2,29,6,1,1,1,7,3
207422,30,R,4,1,1,2,1,21,3,1,6,2,5,1
207466,42,R,1,1,1,1,1,42,3,1,3,2,3,3
207468,47,U,3,1,1,2,1,60,3,1,1,2,6,1
207503,26,R,2,1,1,2,1,68,8,1,1,2,6,1
207513,39,S,2,1,1,1,2,30,6,1,1,2,6,2
207535,36,U,1,1,4,1,2,19,5,3,6,2,8,2
207552,36,U,1,1,2,1,2,63,3,2,2,2,1,2
207554,12,S,3,1,2,2,1,46,6,3,1,2,7,1
207580,26,R,2,1,1,1,1,62,5,1,3,2,5,2
207583,54,U,3,1,1,2,2,19,4,1,6,2,3,1
207619,42,S,1,1,1,2,1,55,7,1,1,2,7,1
207620,18,S,2,2, ,9,2,20,3,1, , , ,2
207631,45,U,3,1,3,1,1,43,2,2,6,1,2,2
207643,45,U,3,1,1,3,1,42,6,1,3,2,7,3
207645,36,U,1,1,1,1,1,53,3,2,1,2,8,3
207673,25,U,1,1,2,1,2,21,4,1,2,2,2,3
207674,39,U,2,1,1,2,1,33,8,1,1,2,9,1
207716,45,S,3,1,6,2,2,19,3,1,6,2,4,1
207739,18,R,2,1,1,2,1,25,6,1,1,2,6,1
207750,12,S,3,1,1,2,1,54,5,1,1,2,9,3
207755,12,S,1,1,2,1,2,25,8,3,2,2,5,2
207774,51,U,3,1,3,2,2,34,5,1,3,2,1,3
207775,12,S,3,1,1,1,2,23,4,1,6,2,9,2
207796,21,S,3,1,1,2,1,26,6,1,1,2,5,1
207807,18,S,2,1,2,1,2,18,2,2,6,2,1,2
207819,33,R,1,2, ,9,1,18,3,1, , , ,3
207824,37,S,3,1,1,2,1,39,3,1,1,1,6,1
207829,36,U,1,1,4,2,1,23,6,1,6,2,5,1
207835,33,S,1,1,1,1,2,26,6,1,6,2,3,2
207837,36,U,1,1,6,1,2,24,6,1,2,2,6,2
207841,18,U,2,2, ,1,1,39,3,3, , , ,3
207842,13,S,3,1,3,1,2,51,5,2,1,2,5,2
207856,34,S,1,1,1,1,1,71,7,1,1,2,8,3
207870,13,S,3,1,1,1,2,24,2,2,2,1,1,2
207872,1,S,3,2, ,2,1,20,4,1, , , ,3
207880,37,R,3,1,1,2,2,29,5,1,1,1,4,1
207903,28,R,3,1,1,2,1,51,3,1,1,2,6,1
207915,36,U,1,2, ,1,1,23,8,4, , , ,3
207918,36,S,1,1,1,1,2,28,8,1,1,2,8,2
207948,48,U,3,1,2,2,1,33,8,1,1,1,7,1
207949,51,S,3,1,2,2,1,36,8,1,1,1,8,1
207962,36,U,1,2, ,1,1,38,3,2, , , ,3
207964,48,S,3,1,1,2,1,25,6,1,6,2,3,3
207974,36,U,3,2, ,1,1,29,3,3, , , ,2
207981,12,S,2,2, ,9,2,41,6,1, , , ,9
207986,37,U,3,1,1,2,1,40,6,1,1,1,8,3
208030,39,R,2,1,1,1,2,30,7,2,2,2,4,2
208033,23,S,1,1,1,1,2,44,3,2,1,2,3,3
208042,26,S,2,1,1,2,2,48,5,1,1,1,10,1
208057,48,U,3,2, ,1,1,42,1,3, , , ,2
208067,25,S,1,1,3,1,2,18,4,4,6,2,9,3
208081,1,R,3,1,2,2,2,35,4,1,1,1,7,3
208094,13,S,3,1,2,1,2,49,6,2,1,2,7,2
208120,36,U,1,2, ,1,1,42,6,4, , , ,2
208133,19,R,2,1,1,2,2,68,4,1,1,2,4,1
208135,37,R,3,2, ,2,2,27,5,1, , , ,1
208150,36,U,1,1,1,1,1,79,3,1,1,2,4,2
208185,12,S,3,1,1,1,2,21,4,1,6,2,2,2
208187,4,U,3,2, ,1,1,27,8,1, , , ,2
208198,26,R,2,1,5,1,1,25,3,1,6,1,1,3
208216,27,U,2,1,2,1,2,28,3,4,6,1,2,2
208222,54,U,3,2, ,1,2,20,3,3, , , ,2
208227,35,U,4,2, ,1,1,35,3,3, , , ,3
208244,49,R,4,1,2,1,2,54,4,1,1,2,6,2
208249,25,U,1,2, ,2,1,18,3,1, , , ,3
208270,25,U,1,1,1,2,1,40,3,1,6,2,6,1
208305,34,S,1,1,4,3,1,25,6,1,6,2,10,3
208311,42,S,1,1,1,2,1,83,6,1,1,2,10,1
208326,24,S,3,1,6,1,1,38,3,3,2,1,2,3
208351,30,R,4,1,1,2,2,99,5,1,5,2,3,1
208357,36,U,1,2, ,2,2,71,5,1, , , ,1
208368,24,S,3,1,1,1,1,34,3,3,1,1,8,3
208373,46,R,2,1,1,2,1,49,8,1,1,1,5,1
208377,51,S,3,1,2,2,1,28,3,1,1,2,5,1
208379,13,S,3,1,1,2,1,47,5,3,3,1,3,3
208383,22,S,3,2, ,2,1,50,2,1, , , ,2
208395,30,U,4,1,1,1,2,58,6,1,3,2,7,2
208408,13,R,3,1,3,2,1,77,1,1,3,2,3,3
208420,24,S,3,2, ,1,1,39,4,2, , , ,2
208483,6,S,4,2, ,1,1,26,6,3, , , ,3
208489,39,R,2,1,9,1,2,57,2,1,5,1,3,2
208503,17,U,2,1,4,9,2,99,8,9,9,9,10,4
208512,6,S,4,1,2,1,1,22,4,1,6,2,6,3
208515,21,U,3,1,4,1,1,29,4,1,2,1,7,3
208516,13,U,3,1,2,2,1,40,8,1,1,1,7,1
208519,12,U,3,1,2,2,2,22,3,1,6,2,4,1
208531,41,S,4,1,2,1,1,31,6,1,1,1,6,3
208549,27,U,2,1,1,2,1,77,6,1,5,2,4,1
208552,17,U,2,1,3,1,2,30,3,2,6,2,10,3
208558,12,U,3,1,1,1,2,44,5,2,1,1,6,2
208560,34,S,1,1,2,1,2,72,2,1,3,2,2,9
208561,6,U,4,1,2,2,2,37,4,4,3,1,3,1
208563,42,R,1,1,1,1,2,47,8,1,1,2,10,3
208565,41,S,4,1,2,2,1,48,6,1,1,1,8,1
208569,48,U,3,2, ,2,1,55,4,3, , , ,2
208578,4,U,4,1,3,2,1,41,8,1,1,1,9,3
208579,12,S,3,1,1,1,2,52,4,2,5,2,1,2
208581,25,S,1,2, ,1,1,18,3,3, , , ,2
208590,6,S,4,2, ,1,1,31,1,3, , , ,2
208593,4,U,4,1,1,2,2,52,8,1,2,2,10,1
208597,56,S,4,1,4,1,1,28,4,1,6,2,3,2
208599,34,S,1,1,2,9,1,99,9,9,9,9,10,3
208600,39,S,2,2, ,1,1,59,3,1, , , ,2
208601,35,R,4,2, ,1,1,55,1,3, , , ,2
208618,4,U,4,1,1,2,2,59,8,1,1,2,9,1
208623,49,R,4,2, ,2,2,25,5,1, , , ,3
208646,27,U,2,1,1,1,2,71,8,1,1,2,7,2
208658,30,R,4,1,2,1,2,60,4,1,3,2,2,3
208667,40,S,3,1,3,2,1,23,6,1,6,2,8,1
208700,6,S,4,1,1,1,2,21,4,1,6,2,4,2
208709,29,U,2,2, ,2,1,19,4,1, , , ,3
208710,29,R,2,1,3,1,2,61,3,2,1,1,10,3
208721,48,U,3,2, ,1,1,47,6,3, , , ,2
208722,27,S,2,1,2,1,1,25,5,2,1,1,4,3
208729,41,S,4,2, ,1,2,36,8,1, , , ,3
208755,17,U,2,1,1,1,1,55,3,2,3,1,5,2
208789,53,S,4,1,1,2,1,49,3,1,1,1,4,1
208792,1,U,3,1,1,1,2,48,3,2,3,2,1,2
208837,28,R,3,1,1,3,2,35,3,1,1,1,5,5
208847,48,U,3,2, ,1,2,58,3,2, , , ,2
208856,6,S,4,1,1,1,2,21,5,3,6,2,5,2
208871,48,S,3,1,1,2,1,80,8,1,1,2,4,1
208873,6,U,4,1,2,1,2,32,4,3,2,1,2,2
208874,6,U,4,1,1,1,2,50,4,2,4,2,2,2
208880,53,S,4,2, ,9,1,28,6,1, , , ,3
208887,48,S,3,2, ,1,2,59,4,9, , , ,3
208910,53,U,4,1,1,3,2,43,5,9,5,1,3,3
208924,6,U,4,1,1,2,1,57,6,1,6,2,6,1
208952,53,U,4,1,1,2,1,52,6,3,1,2,9,1
208968,55,U,2,1,1,1,2,24,2,2,6,1,10,2
209028,26,U,2,2, ,1,1,21,3,4, , , ,2
209069,41,S,4,1,1,1,1,63,8,1,1,2,8,3
209072,53,S,4,2, ,1,2,35,8,4, , , ,4
209073,41,R,4,1,1,1,1,60,6,1,2,2,4,2
209126,6,S,4,2, ,9,1,24,6,2, , , ,3
209139,22,S,3,1,1,1,2,64,4,2,1,2,4,2
209155,17,U,2,1,3,1,1,68,3,1,1,2,7,2
209181,38,R,2,1,1,1,2,18,2,1,6,2,8,3
209205,32,S,4,1,1,2,1,55,3,1,1,2,6,1
209208,17,U,2,1,1,1,1,19,3,1,6,2,6,3
209221,6,U,4,1,2,1,2,26,6,3,2,2,8,2
209251,47,R,3,1,1,2,2,65,8,1,1,2,7,3
209254,27,U,2,2, ,1,2,64,3,1, , , ,2
209282,6,S,4,2, ,2,2,20,4,4, , , ,3
209293,6,S,4,2, ,1,1,26,4,3, , , ,3
209313,28,U,3,1,4,2,1,44,5,1,1,1,2,3
209378,41,S,4,1,1,2,2,87,8,1,1,2,8,3
209396,5,R,3,1,1,2,1,62,5,1,5,2,2,1
209420,55,U,2,1,1,1,1,51,3,1,1,1,5,2
209423,27,S,2,1,1,1,2,65,5,1,1,2,8,2
209440,1,U,3,1,1,2,1,19,3,1,6,2,2,3
209455,29,U,2,1,6,1,2,43,2,2,6,1,1,3
209473,28,U,3,1,1,1,2,33,5,2,6,1,4,2
209497,12,S,3,2, ,2,1,48,3,1, , , ,1
209514,48,U,3,1,3,1,1,48,3,1,1,2,4,2
209515,5,R,3,1,1,2,1,54,3,1,1,1,6,1
209521,48,S,3,1,1,1,2,27,6,1,6,2,6,2
209569,48,R,3,1,2,2,1,49,4,1,3,2,5,1
209592,6,U,4,2, ,9,1,21,5,4, , , ,3
209644,6,S,4,1,1,1,2,20,4,3,6,1,2,3
209645,6,U,4,1,1,1,1,91,8,1,5,2,6,2
209668,51,S,1,1,1,1,2,28,6,1,1,2,8,3
209675,54,S,3,2, ,2,2,57,3,1, , , ,3
209676,12,R,3,1,1,1,2,61,6,3,2,2,3,2
209684,51,U,3,1,1,1,2,57,8,1,1,2,9,2
209698,12,S,3,1,2,1,1,32,3,1,6,1,4,2
209728,34,S,1,1,1,2,1,41,3,1,1,1,8,1
209751,13,S,3,1,1,9,2,34,5,9,1,1,7,9
209810,36,U,1,2, ,1,1,18,9,2, , , ,9
209816,42,S,1,1,1,9,1,49,6,1,3,2,9,3
209822,45,S,3,1,2,2,2,56,3,1,1,2,7,1
209825,21,U,3,2, ,1,2,19,3,1, , , ,2
209865,18,S,2,2, ,1,2,38,1,3, , , ,3
209866,26,S,2,2, ,9,1,25,3,1, , , ,1
209869,39,U,2,1,1,2,1,71,8,1,3,2,4,1
209876,25,S,1,1,1,1,1,22,4,1,6,2,3,2
209878,36,S,1,1,1,1,2,56,8,1,1,2,9,3
209888,26,S,2,1,3,1,1,50,3,2,5,2,2,1
209895,42,S,1,1,1,2,2,55,8,1,6,2,5,1
209911,27,U,2,1,1,1,1,52,3,2,6,2,5,2
209913,23,S,1,1,2,2,2,55,6,1,3,2,3,1
209916,12,S,2,1,2,2,1,55,6,1,1,1,5,3
209932,48,U,3,1,1,1,1,33,6,1,1,1,8,5
209951,53,U,4,1,1,2,1,57,6,1,1,2,9,1
209954,40,U,3,1,3,2,1,19,4,3,1,1,4,3
209956,27,S,2,1,2,2,1,44,8,1,1,1,9,1
300001,23,R,1,1,1,9,2,79,8,1,5,2,10,9
300005,25,S,1,2, ,1,2,53,6,1, , , ,3
300007,13,U,3,1,2,2,2,66,6,1,1,2,9,1
300008,39,S,2,1,1,2,1,82,4,1,6,2,5,1
300009,37,U,3,1,1,1,2,49,4,1,4,1,7,2
300011,21,R,3,1,2,1,1,65,2,1,4,1,2,2
300012,39,U,2,1,2,1,2,69,6,2,1,2,5,2
300013,51,S,3,1,1,2,2,49,4,1,1,1,10,1
300014,26,R,2,1,1,2,1,73,4,1,1,2,6,1
300017,42,S,1,1,2,2,2,81,4,1,1,2,5,3
300020,26,S,2,2, ,1,2,22,5,1, , , ,2
300021,18,U,2,1,1,1,1,31,7,2,1,2,8,3
300022,12,S,3,1,2,1,1,77,4,4,1,2,3,3
300024,21,S,3,1,2,1,2,68,2,1,3,2,3,2
300026,13,S,3,1,1,9,2,53,4,2,3,2,1,4
300027,45,R,3,1,1,1,1,83,4,2,1,2,4,2
300028,37,S,3,2, ,2,2,68,4,1, , , ,3
300029,24,R,3,1,2,2,1,44,6,1,3,1,8,3
300030,47,U,3,1,1,2,1,53,6,1,1,1,9,3
300031,47,S,3,1,1,9,2,67,4,1,1,2,10,3
300035,24,S,3,1,1,2,2,57,5,4,1,2,3,3
300036,51,U,3,1,1,2,1,89,6,1,5,2,6,1
300043,9,R,1,1,1,1,1,74,6,3,1,2,8,2
300044,37,R,3,1,1,2,2,38,4,1,1,1,7,1
300045,51,U,3,1,1,2,2,63,6,1,6,2,7,3
300048,11,U,3,1,2,1,2,79,3,2,5,2,2,2
300050,36,R,1,1,1,1,1,82,8,1,3,2,7,2
300053,12,S,3,1,2,1,2,86,3,1,1,2,9,1
300054,39,U,2,1,1,1,1,65,3,1,1,2,3,2
300055,12,S,3,1,1,2,1,65,6,1,3,2,7,3
300056,12,S,3,1,1,9,2,56,8,3,1,2,5,1
300057,9,R,1,1,1,1,2,87,3,1,5,2,1,3
300059,24,S,3,1,1,9,2,71,6,1,1,2,5,9
300061,39,U,2,1,3,9,1,30,8,1,1,1,7,3
300063,45,S,3,1,1,2,1,76,7,1,1,2,9,3
300065,12,S,3,2, ,1,2,43,5,2, , , ,2
300066,21,S,3,1,3,1,1,30,6,1,6,2,4,3
300067,12,S,3,2, ,1,2,35,5,4, , , ,3
300071,24,S,3,1,3,2,2,75,6,1,5,2,1,2
300072,34,S,1,1,2,1,1,57,6,1,1,2,2,3
300075,36,S,1,1,1,2,1,74,4,1,1,2,10,3
300078,18,U,2,1,1,2,2,62,7,1,6,2,10,1
300081,26,U,2,1,1,1,1,56,6,2,1,2,4,2
300083,39,R,2,1,1,1,2,43,8,1,1,1,8,3
300084,36,S,1,1,1,1,2,52,6,1,1,2,8,1
300085,24,S,3,1,1,1,2,36,6,1,1,1,7,3
300087,24,U,3,2, ,1,1,87,3,1, , , ,1
300088,9,U,1,1,2,9,2,87,3,1,1,2,5,3
300092,12,S,3,1,1,1,1,85,6,1,1,2,3,2
300093,13,S,3,1,2,2,2,47,2,1,3,1,3,3
300095,12,S,3,1,1,2,2,58,8,1,1,2,10,3
300096,26,U,2,1,2,1,2,40,6,2,6,1,5,2
300097,12,S,3,1,1,2,2,59,7,1,6,2,3,3
300099,12,S,3,1,1,2,2,53,5,1,1,2,6,1
300100,36,U,1,1,2,1,2,99,7,2,9,2,7,2
300101,21,R,3,1,1,1,2,81,4,1,5,2,3,2
300103,25,U,1,1,2,2,2,49,5,1,3,2,6,3
300104,18,R,2,1,2,1,2,42,3,1,1,1,6,2
300106,36,S,1,2, ,1,2,66,3,1, , , ,3
300107,12,U,3,1,2,2,2,90,3,1,5,2,10,3
300109,24,S,3,1,2,2,2,71,3,1,3,2,2,3
300110,23,R,1,1,1,9,2,80,5,1,5,2,1,1
300111,36,U,1,1,1,1,2,36,8,1,1,1,8,2
300113,18,S,2,1,1,1,2,73,4,1,1,2,6,2
300116,42,S,1,1,2,1,2,51,3,1,1,2,6,2
300122,42,S,1,1,1,2,1,70,8,1,1,2,10,1
300125,39,U,2,1,1,2,2,34,8,1,1,1,6,1
300126,42,S,1,1,1,1,2,77,4,1,3,2,3,2
300127,39,U,2,1,1,1,1,67,5,2,1,2,7,2
300130,42,S,1,1,1,2,2,86,4,1,5,2,10,1
300132,23,R,1,1,1,1,2,99,8,1,1,2,10,2
300133,42,U,1,2, ,2,2,85,3,9, , , ,1
300136,36,R,1,1,4,2,1,33,5,1,2,1,6,1
300139,25,S,1,1,1,1,2,68,8,1,1,2,6,2
300141,12,S,3,2, ,2,2,79,7,1, , , ,1
300142,13,S,3,1,1,2,2,52,6,1,1,1,8,2
300143,42,R,1,1,3,1,2,50,3,1,1,2,6,2
300144,25,S,1,1,1,2,1,29,4,3,6,2,6,1
300146,12,S,3,1,1,2,2,69,5,1,5,2,6,1
300147,42,S,1,1,1,2,1,62,3,1,3,2,2,3
300148,47,S,3,1,2,3,2,53,4,4,5,2,3,2
300149,25,U,1,1,1,1,1,50,4,2,1,1,7,2
300150,12,S,3,1,2,2,2,30,4,1,1,1,3,1
300151,51,S,3,1,1,2,1,41,7,1,1,1,7,1
300153,36,U,1,1,2,1,1,50,8,2,3,2,7,2
300154,36,S,1,1,1,2,1,44,5,1,1,1,9,3
300157,42,S,1,1,1,1,2,64,6,1,3,1,7,3
300160,25,U,1,1,1,2,2,77,5,1,1,2,10,1
300161,13,U,3,1,2,1,1,36,6,1,1,2,6,2
300162,37,U,3,1,1,1,1,58,6,1,3,2,2,3
300163,47,S,3,1,1,1,1,69,1,1,1,2,4,2
300165,36,U,1,1,1,2,2,73,4,9,5,2,2,3
300168,37,U,3,1,1,1,2,87,6,1,5,2,8,2
300169,26,S,2,1,1,2,1,77,5,1,5,2,4,1
300170,36,S,1,1,1,1,2,62,6,1,1,2,2,2
300171,26,R,2,1,1,2,2,83,4,1,5,2,3,1
300173,42,S,1,1,2,2,1,69,5,1,1,2,4,1
300174,12,S,3,1,2,2,2,72,5,1,5,1,5,3
300176,17,S,3,1,1,9,2,63,6,1,1,2,10,2
300181,21,U,3,1,1,1,2,59,5,1,1,2,7,2
300182,37,R,3,1,1,2,2,70,5,1,1,2,10,2
300183,12,R,3,2, ,2,1,54,3,1, , , ,1
300184,39,S,2,1,1,1,2,65,3,1,3,1,4,2
300185,23,S,1,1,1,1,1,60,3,1,1,2,5,2
300188,13,U,3,1,1,2,2,75,3,1,5,2,2,2
300189,36,U,1,1,1,1,2,39,7,2,1,1,9,2
300191,26,R,2,1,1,2,2,43,4,1,1,1,6,1
300192,18,U,2,1,1,2,2,63,5,1,3,2,2,1
300195,26,S,2,1,3,2,2,84,2,1,6,2,3,3
300196,18,U,2,1,1,2,1,59,8,1,1,2,10,1
300204,39,U,2,1,1,2,1,72,7,1,1,2,9,3
300206,36,U,1,1,4,1,2,51,6,3,1,1,7,2
300207,42,S,1,1,2,2,2,50,6,1,1,1,9,1
300208,37,S,3,1,1,2,2,52,5,1,6,2,5,2
300211,26,R,2,1,4,1,2,23,4,1,4,2,1,1
300212,39,S,2,1,1,2,1,76,2,1,1,2,5,1
300214,36,U,1,1,5,1,2,39,4,3,1,1,4,2
300215,37,U,3,1,1,1,1,56,3,2,1,2,5,2
300218,9,S,1,2, ,2,1,85,3,1, , , ,3
300219,39,S,2,2, ,2,1,77,8,1, , , ,1
300220,42,S,1,1,1,1,1,87,6,9,1,2,10,2
300222,36,S,1,1,1,1,2,56,2,1,4,2,4,2
300223,37,U,3,1,1,2,2,82,6,1,5,2,10,1
300224,44,U,1,1,1,1,1,62,9,9,3,2,10,3
300225,12,S,3,1,1,2,1,57,1,1,3,2,5,1
300226,39,U,1,1,1,1,2,99,8,4,4,2,3,2
300227,24,S,3,2, ,3,1,41,3,1, , , ,3
300228,26,U,2,1,2,1,2,48,6,2,5,1,2,2
300231,21,U,3,1,2,1,2,54,8,1,3,2,5,2
300235,37,R,3,1,1,2,1,83,3,1,1,2,10,1
300239,25,S,1,1,2,1,2,54,6,1,1,2,8,2
300240,51,S,3,1,2,2,1,56,3,1,6,2,4,3
300241,21,R,3,2, ,1,1,74,1,1, , , ,2
300242,39,S,2,1,1,2,2,56,3,1,1,2,5,1
300244,37,S,3,2, ,2,2,88,6,1, , , ,3
300245,42,S,1,1,2,1,1,50,8,1,1,1,9,2
300247,44,S,1,1,1,1,1,30,6,1,2,2,7,2
300248,25,S,1,1,1,1,2,69,5,1,1,2,10,2
300249,36,S,1,1,2,2,2,30,8,1,6,2,5,1
300250,12,S,3,1,1,1,2,57,5,2,1,2,3,2
300251,39,S,2,1,1,1,2,59,8,1,1,2,7,2
300252,23,R,1,1,1,2,1,36,7,1,6,1,8,1
300255,39,S,2,1,1,2,2,62,6,1,1,2,6,3
300257,39,U,2,1,2,1,2,51,4,2,6,2,10,2
300258,12,S,3,1,1,1,2,76,3,1,5,2,7,3
300259,51,S,3,1,1,2,1,58,3,1,1,2,10,1
300261,12,S,3,1,3,1,1,57,8,1,3,2,8,2
300263,13,U,3,1,1,1,1,28,6,4,6,2,6,2
300265,39,U,2,1,1,2,1,62,4,1,1,2,5,1
300267,12,S,3,1,1,1,1,46,6,1,6,2,7,2
300268,39,S,2,2, ,1,2,55,5,1, , , ,3
300269,51,U,3,1,2,1,2,49,8,1,1,1,7,3
300271,36,U,1,1,1,3,1,36,6,4,1,1,5,3
300274,25,S,1,1,1,1,1,58,4,1,1,2,3,2
300277,36,S,1,1,1,1,2,56,6,2,5,2,2,2
300278,51,U,3,1,1,2,1,89,6,1,1,2,10,3
300280,25,S,1,1,2,2,1,99,8,1,1,1,8,3
300281,24,S,3,1,1,1,2,47,3,9,1,1,10,2
300282,11,U,3,1,1,1,2,24,3,2,2,1,3,2
300283,13,S,3,1,1,2,1,60,3,4,1,2,9,1
300284,37,R,3,2, ,1,2,81,6,1, , , ,2
300285,51,U,3,1,1,2,1,61,4,1,3,2,5,3
300288,21,R,3,1,6,2,1,74,2,1,1,2,2,1
300290,12,S,3,1,1,1,1,84,3,1,1,2,4,2
300291,17,S,2,1,1,2,2,65,3,1,1,2,10,1
300293,9,S,1,1,1,1,2,34,3,1,6,2,1,1
300296,5,S,3,1,2,2,2,67,3,1,5,2,5,1
300299,5,U,3,2, ,1,2,59,3,2, , , ,2
300300,19,U,2,1,1,9,2,76,3,1,1,2,10,5
300301,25,U,1,2, ,1,1,52,1,1, , , ,3
300302,55,U,2,1,1,2,1,40,6,1,1,1,8,3
300303,40,R,3,1,1,2,2,59,5,1,1,2,6,3
300304,48,U,3,1,1,1,2,79,3,2,3,2,2,2
300305,1,R,3,1,2,9,2,99,5,1,9,2,10,9
300306,17,S,2,1,1,1,2,65,8,1,1,2,10,2
300307,42,U,1,1,1,2,1,73,6,1,1,2,10,1
300308,21,S,3,1,2,1,1,64,5,1,1,2,6,2
300310,22,S,3,1,1,2,2,71,4,1,5,2,10,1
300313,12,U,3,1,1,1,2,99,6,1,1,2,9,2
300314,22,U,3,1,1,1,2,53,2,2,3,2,10,1
300315,25,U,1,1,1,1,2,99,8,1,6,2,4,2
300316,21,R,3,2, ,2,1,19,4,1, , , ,1
300317,42,S,1,1,1,2,2,49,5,1,1,2,7,1
300319,37,U,3,1,1,1,2,44,8,1,1,1,8,2
300320,1,S,3,1,1,1,1,24,5,2,6,2,2,2
300324,42,S,1,1,2,1,1,64,8,1,1,2,10,2
300325,26,S,2,1,3,9,2,58,3,1,4,2,3,3
300326,20,R,2,1,1,1,2,62,5,1,3,2,2,2
300328,13,U,3,1,1,1,2,65,8,1,6,2,6,2
300331,1,S,3,1,1,2,2,75,3,1,1,2,3,1
300332,5,R,3,1,1,2,2,79,4,1,5,2,3,1
300333,17,R,2,1,2,2,2,73,3,1,1,2,6,1
300334,26,S,2,1,2,1,1,51,4,1,1,1,7,2
300335,5,R,3,1,1,2,2,65,3,1,1,2,10,1
300337,48,U,3,1,1,2,1,78,6,1,1,2,7,1
300338,12,S,3,1,1,1,2,99,8,1,1,2,7,2
300341,24,U,3,1,1,1,2,81,6,2,5,2,10,2
300344,12,U,3,1,1,9,1,83,7,3,1,2,1,3
300346,36,U,1,1,4,1,2,62,3,1,1,2,5,2
300348,27,S,2,1,1,1,1,62,3,1,3,2,6,2
300349,28,R,3,1,1,1,1,88,7,1,1,2,9,2
300350,45,S,3,1,1,2,1,39,6,1,1,1,8,1
300354,29,R,2,1,1,2,2,77,1,1,5,2,10,4
300355,1,R,3,1,1,1,2,83,3,1,5,2,2,2
300356,55,U,2,1,1,1,2,47,8,1,1,1,9,2
300357,48,R,3,1,1,2,2,76,3,1,1,2,10,3
300360,40,R,3,1,1,1,2,66,8,1,1,2,7,2
300361,47,U,3,2, ,9,2,88,2,1, , , ,2
300363,48,R,3,1,2,2,1,28,7,1,1,1,7,1
300365,17,S,2,1,1,2,2,70,4,1,3,2,5,1
300366,40,R,3,1,2,2,1,50,6,1,1,1,7,1
300367,45,S,3,1,1,9,2,99,5,9,2,2,10,9
300368,37,R,3,1,2,2,1,65,3,1,1,2,4,3
300370,1,U,3,1,1,2,1,74,6,1,1,2,9,1
300371,50,R,1,1,1,1,1,57,3,1,1,1,5,2
300372,39,S,2,1,1,2,2,69,4,4,5,2,4,1
300375,36,U,1,2, ,1,2,40,3,3, , , ,2
300376,19,R,2,1,1,1,2,41,6,1,5,1,4,2
300378,22,U,3,1,1,1,2,35,5,2,1,1,2,2
300379,36,U,1,1,1,2,1,63,7,1,3,2,7,3
300380,17,R,2,1,1,1,1,89,2,1,1,2,3,2
300382,26,S,2,1,2,2,2,49,4,9,1,2,7,3
