psraid,state,community,region,registered,oftvote,vote,sex,age,educ,racethn,marital,parent,income,party
100041,36,U,1,1,1,1,2,50,6,4,1,1,7,4
100043,26,S,2,1,1,2,2,83,5,1,5,2,2,1
100054,24,S,3,1,1,1,2,64,8,1,3,2,10,1
100063,37,S,3,1,1,2,2,70,3,1,1,2,3,3
100072,26,S,2,1,1,9,2,67,6,1,1,2,10,9
100076,13,S,3,1,3,1,2,55,6,1,1,1,9,2
100077,25,S,1,2, ,1,1,21,3,1, , , ,3
100078,36,R,1,1,1,2,2,60,8,1,6,2,7,1
100083,51,S,3,1,1,2,2,67,6,1,5,2,7,1
100085,25,S,1,1,3,1,2,33,8,1,1,2,8,3
100089,25,S,1,1,1,1,2,72,4,9,1,2,10,2
100090,42,S,1,1,1,1,2,75,3,1,1,2,3,2
100092,21,S,3,1,3,1,1,51,3,1,1,2,6,3
100108,34,S,1,1,2,1,2,50,8,1,1,1,10,2
100110,31,U,2,1,1,2,2,74,6,1,1,2,7,1
100113,25,S,1,1,1,1,2,79,6,1,1,2,7,3
100118,39,S,2,1,1,1,2,66,8,1,1,2,7,3
100121,24,R,3,1,1,2,2,78,3,1,1,2,5,1
100134,36,U,1,1,1,1,1,84,1,1,2,2,10,4
100136,12,S,3,2, ,2,2,19,3,1, , , ,1
100143,25,U,1,1,1,2,1,50,8,9,2,2,10,3
100148,42,S,1,1,1,2,1,56,5,1,1,2,7,1
100153,42,S,1,1,1,1,2,80,6,1,3,2,3,2
100156,13,S,3,1,1,1,2,78,1,2,6,2,10,2
100157,39,U,2,1,1,1,2,64,7,2,3,2,4,2
100164,51,R,3,2, ,1,2,73,1,1, , , ,9
100179,28,S,3,1,1,2,2,85,3,1,3,2,2,1
100180,28,S,3,1,1,9,2,48,6,4,1,2,7,9
100185,25,S,1,1,1,3,1,47,6,1,1,1,7,3
100191,17,U,2,1,2,9,2,77,3,1,1,2,10,9
100194,12,U,3,1,1,2,2,72,8,3,1,2,10,1
100197,5,U,3,2, ,9,1,60,3,1, , , ,4
100201,36,S,1,1,1,2,1,46,3,1,1,2,7,1
100202,28,S,1,1,1,2,1,59,5,1,1,2,9,1
100203,42,R,1,1,1,9,2,49,8,1,1,1,6,2
100204,17,R,2,1,2,3,1,73,8,1,3,2,5,3
100210,36,U,1,1,1,1,2,42,8,1,6,1,7,2
100216,24,S,3,1,1,1,1,27,6,1,6,2,5,3
100223,36,R,1,1,1,2,2,76,4,1,1,2,10,2
100234,37,S,3,1,1,2,2,45,3,1,1,1,8,1
100239,42,R,1,1,3,1,2,35,6,1,1,1,7,2
100240,39,U,2,1,2,1,1,44,6,1,6,2,1,2
100243,47,S,3,1,1,9,2,75,8,1,1,2,10,9
100245,47,S,3,2, ,2,2,95,4,1, , , ,1
100254,1,R,3,2, ,2,1,47,6,1, , , ,1
100266,55,S,2,1,2,2,1,57,5,1,1,1,9,1
100272,27,R,2,2, ,1,1,69,3,1, , , ,3
100274,17,U,2,1,1,1,2,70,4,2,3,2,10,2
100290,48,U,3,2, ,2,1,20,5,3, , , ,3
100291,48,S,3,1,1,2,2,86,3,1,5,2,2,3
100301,12,R,3,1,1,2,2,56,6,1,6,2,4,1
100304,12,S,3,1,1,1,1,75,3,1,1,2,4,2
100305,29,S,2,1,1,9,2,65,4,1,1,2,10,3
100309,40,R,3,1,2,1,2,59,3,1,1,2,5,2
100314,39,S,2,1,1,1,1,44,3,1,3,2,6,2
100316,46,S,2,2, ,1,2,99,9,1, , , ,3
100318,29,R,2,1,1,2,1,57,3,1,1,2,5,9
100320,5,U,3,1,1,1,2,65,6,1,5,2,7,2
100322,8,U,4,1,1,1,2,65,5,3,1,2,3,2
100324,34,S,1,1,1,2,2,49,6,1,1,1,10,1
100326,27,R,2,1,1,1,1,51,3,1,6,2,1,2
100327,48,U,3,1,1,2,2,52,6,1,1,1,8,3
100338,12,S,3,1,1,1,2,50,8,1,5,2,6,1
100342,30,U,4,1,1,2,2,92,3,1,5,2,10,4
100344,55,R,2,1,2,1,2,80,2,1,5,2,2,3
100345,1,U,3,1,1,9,2,50,2,2,4,2,2,3
100353,47,U,3,1,5,3,1,21,3,2,6,2,2,1
100369,12,S,3,1,1,2,2,54,3,3,1,2,3,1
100370,12,S,3,1,2,1,1,59,8,1,1,2,8,3
100378,47,U,3,1,1,2,1,70,3,1,1,2,4,3
100382,8,S,4,1,1,1,1,38,7,1,1,1,7,3
100390,22,U,3,2, ,1,1,51,3,1, , , ,4
100391,8,U,4,1,1,1,2,85,4,1,5,2,1,2
100394,51,S,3,1,3,2,1,47,1,3,2,1,8,4
100407,36,S,1,1,1,2,1,99,8,9,6,2,10,3
100417,30,R,4,1,1,1,2,54,3,1,1,2,3,2
100418,12,S,3,1,1,2,2,87,3,1,5,2,10,1
100423,42,S,1,1,1,2,2,42,6,1,4,2,8,3
100424,48,S,3,1,1,1,2,20,4,1,6,2,9,2
100432,12,U,3,1,1,9,2,88,3,1,5,2,4,1
100433,41,S,4,1,2,2,1,65,6,1,1,2,4,1
100435,8,U,4,1,2,2,2,74,8,1,1,2,6,1
100438,42,S,1,1,2,9,2,64,3,1,1,2,10,9
100440,39,S,2,1,1,1,2,75,4,1,1,2,6,2
100443,55,U,2,1,1,2,1,52,7,1,1,1,10,3
100444,40,U,3,1,1,2,2,47,6,1,1,2,10,1
100454,42,U,1,1,1,2,2,99,3,9,1,2,6,3
100460,55,S,2,1,2,1,1,52,4,1,2,2,7,3
100465,39,S,2,1,1,2,1,45,3,1,1,1,8,2
100473,17,S,2,1,2,2,1,82,4,9,5,2,2,1
100476,17,U,2,1,1,1,2,52,3,1,6,2,5,2
100478,6,U,4,1,1,2,2,57,5,1,1,2,7,1
100480,17,S,2,1,1,1,2,70,3,2,4,2,3,2
100482,48,U,3,2, ,1,2,80,1,3, , , ,9
100483,4,U,4,2, ,1,1,30,2,3, , , ,3
100485,12,S,3,1,4,9,2,36,6,1,2,2,6,4
100491,4,U,4,1,1,1,2,68,6,2,2,2,2,2
100492,8,S,4,1,1,1,2,52,3,1,1,2,9,2
100497,6,U,4,1,1,1,2,58,3,3,1,1,4,2
100502,32,S,4,1,1,2,1,67,5,1,3,2,4,1
100519,55,R,2,1,3,1,1,54,4,1,3,2,2,2
100528,6,S,4,1,1,1,2,66,8,1,3,2,10,3
100533,53,U,4,1,1,1,1,75,6,1,1,2,5,3
100553,49,U,4,1,6,1,2,18,2,3,6,1,1,3
100557,41,U,4,1,1,3,1,53,5,1,1,2,3,3
100559,51,S,3,1,1,1,2,18,3,3,6,2,6,2
100578,53,S,4,1,2,1,1,64,4,1,1,2,4,4
100583,25,S,1,1,1,2,1,50,8,1,1,1,9,3
100585,48,S,3,1,1,2,2,61,3,1,1,2,6,1
100590,6,S,4,1,1,1,2,69,3,3,5,2,2,2
100604,21,R,3,1,1,1,2,37,4,1,2,2,6,2
100606,38,U,2,1,1,2,1,50,6,1,1,2,7,1
100613,6,S,4,1,1,2,2,75,8,1,1,2,7,3
100619,1,U,3,1,1,2,2,75,4,1,5,2,2,3
100620,32,S,4,1,1,2,1,73,8,4,1,2,8,3
100623,6,U,4,2, ,1,2,33,3,2, , , ,2
100628,4,S,4,2, ,1,1,67,6,1, , , ,3
100631,27,U,2,1,2,1,2,41,4,1,1,2,6,2
100632,4,U,4,2, ,1,1,50,1,3, , , ,9
100634,49,U,4,1,2,2,1,82,8,1,5,2,6,1
100636,8,U,4,1,1,1,2,58,3,1,5,2,6,2
100644,22,S,3,1,1,2,1,71,4,1,5,2,5,3
100645,29,U,2,2, ,3,1,48,3,1, , , ,3
100650,35,S,4,1,2,1,2,59,3,1,6,2,3,2
100651,6,S,4,2, ,9,1,83,3,1, , , ,3
100657,29,U,2,1,1,1,2,63,5,1,1,2,7,2
100661,6,U,4,2, ,1,1,42,4,4, , , ,2
100672,6,S,4,1,1,2,2,65,7,1,6,2,6,1
100677,6,U,4,1,1,9,2,78,4,4,5,2,10,3
100695,6,U,4,1,1,1,2,79,6,1,3,2,4,2
100713,6,U,4,1,1,1,2,69,4,1,6,2,6,3
100715,35,U,4,1,1,2,1,99,8,1,1,2,3,1
100729,6,U,4,1,1,1,2,80,5,2,3,2,2,2
100739,6,U,4,1,1,1,2,68,8,2,6,2,9,2
100744,48,R,3,1,2,2,2,47,5,1,1,1,9,1
100745,29,S,2,1,2,2,2,34,3,1,1,1,5,3
100746,6,U,4,1,1,1,2,56,9,3,1,2,8,2
100753,38,R,2,1,1,1,1,59,3,1,6,2,1,2
100754,6,U,4,1,1,1,1,77,4,2,6,2,10,2
100763,6,U,4,1,1,1,1,42,8,3,1,1,9,2
100779,4,S,4,1,1,1,2,74,5,1,5,2,3,2
100781,53,U,4,1,1,2,1,65,5,4,5,2,8,4
100790,17,U,2,1,1,1,2,78,8,1,6,2,10,1
100799,6,S,4,1,2,1,1,70,5,2,1,2,6,3
100813,48,R,3,1,1,1,2,51,4,2,3,2,2,2
100814,6,S,4,1,1,1,2,99,4,1,3,2,10,2
100816,6,U,4,2, ,1,2,63,1,3, , , ,9
100823,6,U,4,1,2,2,1,49,8,1,1,2,9,1
100824,20,R,2,1,2,2,1,58,4,1,1,2,8,1
100833,1,R,3,2, ,2,1,35,3,1, , , ,2
100839,6,U,4,1,1,1,1,47,6,1,1,1,8,2
100840,53,S,4,1,1,1,1,68,4,1,1,2,10,2
100843,29,S,2,1,2,1,2,86,3,1,5,2,10,2
100852,48,U,3,1,1,2,2,82,7,1,5,2,4,1
100854,47,R,3,1,1,2,1,69,2,1,1,2,6,1
100866,6,U,4,1,2,1,2,66,6,1,6,2,3,3
100868,17,U,2,1,1,2,1,65,8,1,1,2,10,1
100870,27,R,2,1,1,1,1,80,8,1,1,2,3,2
100871,6,U,4,1,2,1,1,37,6,1,6,2,10,2
100872,6,R,4,1,1,1,2,52,4,4,1,1,7,2
100875,20,R,2,1,1,1,1,76,4,1,1,2,4,2
100883,19,S,2,1,2,1,1,67,8,1,1,2,7,2
100884,22,R,3,1,1,1,1,65,8,1,6,2,8,2
100887,53,U,4,1,1,2,2,61,3,1,3,2,3,1
100888,53,U,4,2, ,1,2,45,2,1, , , ,3
100895,17,S,2,1,1,1,1,64,6,1,1,2,8,2
100899,6,R,4,1,3,1,2,55,2,1,4,2,4,2
100912,1,R,3,1,1,9,2,70,3,1,3,2,6,2
100920,48,U,3,2, ,1,2,18,2,3, , , ,3
100923,17,S,2,1,1,1,2,73,6,1,1,2,7,2
100939,48,S,3,1,2,2,2,59,6,1,1,2,8,2
100942,6,R,4,1,3,1,1,51,3,1,3,2,2,2
100943,48,S,3,1,2,9,1,61,6,9,1,2,10,9
100950,32,U,4,1,1,2,2,50,8,1,1,1,7,1
100955,47,U,3,1,1,1,1,70,5,1,1,2,10,3
100956,6,U,4,2, ,2,2,40,1,3, , , ,3
100959,31,U,2,2, ,1,2,46,3,1, , , ,3
100960,31,U,2,1,3,2,1,45,4,1,3,2,4,3
100965,48,U,3,1,1,2,1,72,6,1,1,2,6,1
100976,29,S,2,1,2,2,2,72,5,1,3,2,5,3
100980,29,S,2,1,2,1,2,61,8,1,5,1,6,2
100985,6,S,4,2, ,1,1,21,3,3, , , ,3
100990,6,U,4,1,1,3,1,60,6,1,5,2,7,3
100992,29,S,2,1,2,1,2,55,3,1,1,2,8,2
100999,17,S,2,1,1,2,2,21,3,1,6,2,9,1
101000,6,U,4,1,1,2,1,81,7,1,1,2,7,1
101005,48,U,3,1,1,2,2,71,4,1,1,2,4,1
101010,48,R,3,1,1,1,1,65,8,1,3,2,10,2
101012,6,S,4,1,1,1,2,65,8,1,1,2,8,2
101026,6,U,4,1,2,1,1,44,8,1,1,2,6,3
101032,6,U,4,1,2,2,1,62,3,1,1,2,4,3
101036,6,U,4,1,1,1,2,86,2,2,3,2,10,2
101038,41,R,4,1,2,2,2,66,5,1,1,2,5,3
101041,15,S,4,1,2,1,2,51,4,4,1,1,8,2
101044,53,U,4,1,1,1,1,60,6,4,6,2,4,2
101057,15,R,4,1,1,1,2,69,9,4,1,2,10,2
101063,32,R,4,1,1,1,1,77,4,1,1,2,10,2
101077,6,U,4,2, ,1,1,89,9,1, , , ,9
101078,41,U,4,1,1,1,1,63,8,1,1,2,6,2
101082,6,U,4,1,1,1,2,82,4,1,5,2,3,3
101087,53,U,4,2, ,1,2,38,1,3, , , ,3
101089,8,U,4,1,1,1,2,74,2,2,5,2,10,2
101095,2,R,4,1,3,1,1,24,2,4,6,2,2,3
101098,2,R,4,1,1,1,1,65,6,1,1,2,8,3
101103,16,S,4,1,1,1,1,65,8,4,1,2,6,2
101106,8,S,4,1,1,1,2,51,3,3,5,2,2,2
101128,6,U,4,1,3,1,1,67,2,3,1,2,10,1
101132,4,U,4,1,2,2,1,36,6,1,1,1,6,1
101133,53,R,4,2, ,2,2,21,6,3, , , ,3
101135,12,S,3,1,4,9,2,65,5,1,1,2,10,3
101145,41,R,4,1,1,2,2,81,3,1,1,2,10,3
101155,31,U,2,2, ,3,1,46,5,1, , , ,3
101171,40,S,3,1,1,2,1,33,5,4,1,1,5,1
101177,17,R,2,1,1,1,2,62,8,2,1,2,7,2
101192,1,U,3,1,1,1,2,55,8,1,1,2,8,2
101207,31,U,2,1,1,9,1,99,6,2,1,2,3,3
101210,22,S,3,1,1,2,2,74,8,1,1,2,6,1
101212,17,S,2,1,1,1,2,82,3,1,5,2,3,2
101214,55,S,2,1,2,2,1,51,3,1,1,1,5,3
101219,48,R,3,1,2,2,2,82,3,1,5,2,10,1
101220,29,R,2,1,1,1,1,65,6,1,3,2,4,2
101231,1,U,3,1,1,2,2,83,4,1,5,2,10,1
101234,27,U,2,1,1,1,2,62,6,1,1,2,6,2
101240,21,R,3,1,1,2,2,78,3,1,5,2,1,1
101242,55,S,2,1,2,1,1,63,3,1,1,2,5,2
101244,27,S,2,1,1,2,1,40,6,1,1,1,8,1
101261,28,R,3,1,1,3,2,37,6,1,1,1,7,3
101263,27,R,2,1,1,1,2,49,4,1,6,2,6,2
101275,38,R,2,1,1,2,2,82,4,1,5,2,4,1
101293,41,S,4,1,1,9,2,61,5,1,1,2,10,5
101294,6,U,4,2, ,1,2,73,1,3, , , ,2
101297,41,U,4,1,1,2,2,64,6,1,1,2,8,1
101301,49,S,4,1,1,1,1,59,6,1,3,2,6,2
101313,4,S,4,2, ,1,2,61,6,4, , , ,2
101316,49,S,4,1,1,1,2,20,3,1,6,2,6,3
101321,8,U,4,1,1,2,2,77,3,1,1,2,6,1
101331,6,S,4,1,2,1,2,30,6,4,2,2,3,2
101335,6,S,4,1,1,1,1,47,3,1,1,2,8,1
101353,6,U,4,1,4,1,1,37,6,4,6,2,2,1
101363,41,R,4,2, ,1,2,73,4,1, , , ,2
101364,6,U,4,1,1,1,1,70,8,1,3,2,4,2
101365,53,R,4,1,2,1,2,65,4,1,5,2,3,3
101368,6,U,4,1,1,1,2,40,6,1,6,2,1,2
101374,6,S,4,2, ,1,1,25,4,3, , , ,3
101384,6,S,4,2, ,9,2,50,4,1, , , ,3
101385,6,U,4,1,1,1,2,71,7,1,3,2,4,2
101390,32,U,4,1,1,2,2,65,3,1,1,2,10,1
101395,6,U,4,1,1,2,2,46,5,1,1,1,8,1
101400,6,S,4,1,1,1,1,39,8,1,1,1,7,2
101415,51,S,3,1,2,2,1,46,7,1,1,1,7,1
101417,37,U,3,1,1,2,2,51,6,1,1,2,10,1
101421,50,S,1,1,1,1,2,73,8,1,1,2,8,2
101428,12,S,3,1,1,1,1,35,6,2,1,1,5,3
101432,12,S,3,1,1,2,2,72,1,3,5,2,1,1
101441,36,R,1,1,1,2,1,69,2,1,1,2,3,1
101452,9,S,1,1,1,2,2,70,4,1,1,2,10,1
101464,36,S,1,2, ,9,2,49,6,1, , , ,3
101466,47,U,3,1,1,1,2,85,6,1,5,2,4,1
101468,25,S,1,1,1,1,2,70,6,1,1,2,8,3
101470,13,S,3,1,1,1,1,70,8,1,1,2,9,3
101476,51,U,3,2, ,1,2,26,3,2, , , ,9
101491,12,U,3,1,1,1,2,74,6,1,1,2,6,3
101492,20,S,3,2, ,9,2,72,5,1, , , ,4
101493,18,U,2,2, ,9,2,57,1,1, , , ,9
101496,26,R,2,2, ,1,2,77,3,1, , , ,2
101497,11,U,3,2, ,1,2,18,2,2, , , ,2
101501,34,S,1,1,1,1,2,64,8,1,1,2,7,2
101509,13,R,3,1,4,2,2,34,3,1,1,1,5,3
101511,37,S,3,1,2,2,1,65,6,1,1,2,7,3
101514,42,U,1,2, ,1,2,79,3,1, , , ,2
101515,36,U,1,1,5,1,2,19,3,2,6,1,1,2
101519,45,S,3,1,4,1,1,24,4,2,6,2,4,2
101528,13,U,3,1,2,3,2,27,4,1,1,1,6,2
101529,25,U,1,1,1,1,2,67,3,2,3,2,4,2
101534,45,S,3,1,1,2,1,77,3,1,1,2,8,1
101536,33,S,1,1,1,1,1,34,2,1,6,1,1,1
101539,25,S,1,1,1,1,1,50,2,3,1,2,4,2
101544,36,S,1,1,1,1,2,99,3,1,6,2,10,2
101557,25,U,1,2, ,1,1,86,3,1, , , ,2
101560,50,R,1,1,6,9,1,18,2,1,6,2,4,1
101561,12,S,3,1,6,1,1,51,3,1,6,2,10,2
101564,26,S,2,1,2,2,1,68,5,4,1,2,3,3
101566,36,S,1,1,1,2,1,51,4,2,1,2,9,1
101572,36,S,1,1,2,9,2,37,3,1,1,1,6,1
101573,13,S,3,1,1,2,2,69,6,1,5,2,6,4
101577,42,S,1,1,1,2,1,62,3,1,1,2,10,5
101578,36,R,1,1,1,2,2,43,6,1,1,1,10,1
101580,12,S,3,1,1,1,2,60,6,1,5,2,10,2
101582,39,S,2,1,1,2,1,20,6,1,6,2,1,1
101583,36,R,1,1,2,1,2,37,5,1,1,1,6,3
101584,37,R,3,1,1,2,1,63,4,1,1,2,4,1
101594,36,U,1,2, ,1,1,76,1,3, , , ,4
101599,42,S,1,1,1,1,2,56,8,1,1,1,9,2
101601,37,R,3,1,1,1,2,67,6,1,1,2,5,2
101602,26,R,2,1,1,1,1,72,3,1,1,2,3,2
101610,51,R,3,1,4,1,2,41,3,1,4,1,1,3
101613,42,R,1,2, ,1,2,81,3,1, , , ,2
101615,23,S,1,1,1,1,1,50,7,1,1,1,7,2
101620,36,S,1,1,1,2,2,55,4,1,1,2,7,3
101625,26,R,2,1,1,1,1,55,8,1,1,2,8,3
101631,36,R,1,1,1,1,2,41,8,1,1,1,8,2
101634,50,R,1,1,2,2,2,57,8,1,1,2,10,3
101638,18,R,2,1,1,1,2,73,3,1,1,2,4,2
101639,37,S,3,1,3,1,2,59,3,2,6,2,1,2
101651,45,U,3,1,1,2,1,34,3,3,1,2,7,1
101654,37,U,3,2, ,1,1,19,2,3, , , ,3
101664,39,S,2,1,2,2,1,81,4,1,1,2,4,1
101667,42,U,1,2, ,2,2,41,3,1, , , ,3
101674,36,U,1,2, ,1,2,40,3,3, , , ,2
101684,9,U,1,1,2,9,2,49,4,1,1,2,8,3
101694,37,U,3,1,1,2,2,84,2,1,5,1,1,1
101702,12,S,3,1,1,2,2,78,4,1,5,2,10,1
101705,13,R,3,1,2,1,2,75,3,1,5,1,2,2
101707,12,S,3,1,1,2,2,68,7,1,2,2,5,1
101708,45,U,3,1,1,1,2,63,3,2,1,2,6,2
101717,36,U,1,1,2,2,2,72,4,1,1,2,3,1
101722,42,S,1,2, ,1,2,52,6,4, , , ,3
101723,25,S,1,1,2,1,1,75,2,1,3,2,1,3
101724,39,S,2,2, ,1,1,22,4,3, , , ,3
101727,39,S,2,1,1,1,2,62,8,1,1,2,6,2
101728,13,R,3,1,4,1,2,33,3,2,1,2,2,2
101731,51,S,3,2, ,1,2,26,6,1, , , ,2
101743,36,U,1,1,2,1,2,61,5,2,4,2,7,2
101744,36,U,1,2, ,1,2,45,3,2, , , ,2
101745,45,S,3,2, ,1,1,71,1,1, , , ,2
101746,51,U,3,2, ,2,1,43,3,2, , , ,3
101752,26,U,2,1,1,1,2,84,4,2,5,2,2,2
101753,37,U,3,2, ,9,2,99,9,1, , , ,4
101762,25,S,1,2, ,1,2,42,3,1, , , ,3
101765,18,U,2,1,1,1,2,99,9,1,1,1,4,3
101766,13,R,3,1,1,1,2,56,2,2,3,1,1,3
101769,18,U,2,1,2,2,1,52,4,1,1,2,5,1
101791,23,S,1,1,2,2,2,41,6,1,1,1,5,3
101800,45,S,3,1,1,2,2,78,3,1,5,2,10,1
101815,42,U,1,2, ,1,2,60,1,3, , , ,3
101817,37,S,3,1,4,9,2,55,3,1,1,2,10,4
101819,11,S,3,1,2,1,2,56,3,1,1,2,6,2
101820,42,S,1,1,1,2,2,46,6,1,1,2,6,1
101821,12,R,3,1,3,1,1,57,5,4,3,2,3,2
101823,26,S,2,1,1,1,2,70,3,1,1,2,10,2
101831,24,S,3,1,1,9,1,66,4,2,4,2,9,1
101834,36,S,1,1,1,2,1,43,6,1,1,1,9,1
101840,12,S,1,1,3,2,2,51,8,1,1,1,2,3
101841,54,U,3,1,3,2,1,47,4,1,2,2,4,3
101848,36,U,1,2, ,1,2,56,4,3, , , ,2
101851,36,U,1,1,1,2,2,72,6,1,3,2,3,3
101852,54,S,3,1,1,9,2,66,3,1,1,2,10,3
101858,37,U,3,1,2,2,2,73,5,1,3,2,5,1
101861,48,R,3,2, ,9,1,47,1,3, , , ,3
101873,55,S,2,1,1,1,2,62,8,1,1,2,8,3
101875,48,U,3,2, ,1,2,57,4,3, , , ,2
101880,19,R,2,1,2,2,1,38,4,1,1,1,5,1
101894,51,U,3,1,1,1,2,22,3,2,6,1,2,3
101897,51,S,3,1,1,2,1,49,3,1,6,2,3,1
101898,25,S,1,1,1,1,1,51,5,1,1,2,6,2
101904,39,U,2,1,5,1,2,18,3,2,6,2,1,3
101906,42,S,1,1,1,2,2,72,8,1,3,2,4,1
101918,37,U,3,1,1,1,2,94,2,2,5,2,1,2
101921,42,S,1,1,2,2,1,47,7,1,1,1,6,3
101925,45,R,3,1,1,9,1,60,4,1,6,2,5,2
101926,34,S,1,1,1,1,1,50,6,1,6,2,7,2
101928,48,U,3,1,2,9,2,99,4,1,5,2,10,9
101929,5,R,3,1,1,2,2,60,3,1,1,2,6,1
101941,1,U,3,2, ,2,2,28,8,1, , , ,1
101948,51,S,3,1,6,1,2,18,3,4,6,2,10,2
101951,34,S,1,1,1,2,2,66,6,1,1,2,7,3
101962,51,S,3,2, ,1,2,99,3,1, , , ,3
101965,47,U,3,1,1,1,2,51,4,1,1,2,7,3
101968,28,R,3,1,1,1,1,68,6,1,6,2,3,2
101978,18,R,2,1,1,1,1,51,5,9,1,2,5,2
101982,13,R,3,1,1,2,1,49,5,1,1,2,8,1
101983,40,R,3,1,2,1,2,60,8,1,1,2,7,2
101984,48,S,3,1,1,2,2,80,8,1,5,2,6,1
101987,48,R,3,1,4,9,2,41,3,1,2,1,2,3
101992,17,U,2,1,2,1,2,38,7,1,1,1,9,3
101994,12,S,3,1,1,1,1,53,6,1,3,2,6,2
101995,21,R,3,1,1,2,1,73,4,1,1,2,4,1
101998,27,R,2,1,1,2,1,80,1,1,1,2,3,1
101999,19,S,2,1,1,1,1,58,3,1,3,2,4,3
102001,36,S,1,1,2,2,2,79,4,1,5,2,2,1
102004,26,S,2,1,3,1,2,34,3,2,1,1,3,3
102008,37,S,3,2, ,2,1,59,4,1, , , ,1
102011,28,R,3,1,1,1,2,83,1,2,3,2,1,2
102016,25,S,1,1,1,1,2,87,5,1,5,2,2,2
102021,42,R,1,1,1,1,2,60,8,1,6,2,6,2
102022,54,S,3,1,3,9,1,53,3,1,3,2,3,2
102024,20,U,2,1,1,3,2,59,4,1,2,2,10,1
102025,37,U,3,1,4,1,1,52,2,2,5,2,1,2
102028,26,S,2,1,1,3,2,59,4,1,3,2,2,1
102029,31,R,2,1,1,2,1,55,8,1,1,2,10,3
102031,12,U,3,1,1,2,2,71,4,1,1,2,6,3
102038,20,U,2,2, ,1,2,35,3,3, , , ,2
102039,39,R,2,2, ,1,2,42,3,1, , , ,3
102047,39,S,2,1,1,2,2,65,8,1,1,2,6,1
102056,36,S,3,1,1,1,2,53,8,9,5,2,10,4
102061,27,S,2,1,1,1,2,75,5,1,5,2,3,1
102065,37,R,3,1,1,1,2,60,6,1,1,2,8,2
102066,42,S,1,1,1,2,2,31,5,1,1,1,10,1
102071,20,S,2,1,2,1,1,58,8,1,1,2,6,2
102072,48,U,3,1,2,1,2,69,8,2,3,2,3,3
102076,34,S,1,2, ,2,2,73,3,1, , , ,4
102077,27,U,2,1,2,2,1,32,5,1,1,1,10,1
102078,54,R,3,1,3,1,2,65,1,1,3,2,1,2
102081,9,S,1,1,1,2,1,35,6,1,3,1,9,1
102084,18,S,2,1,2,1,1,65,6,1,6,2,10,2
102087,38,R,2,1,1,2,2,99,6,1,5,2,3,1
102094,36,S,1,1,1,2,2,48,6,1,1,1,8,1
102095,48,R,3,1,1,9,1,74,8,4,1,2,10,9
102097,45,R,3,1,1,2,1,83,6,1,1,2,7,1
102100,26,U,2,1,2,9,1,72,4,1,1,2,3,3
102104,48,R,3,1,1,1,2,79,6,1,5,2,6,2
102105,25,S,1,1,1,1,1,46,3,1,1,1,10,2
102125,48,U,3,1,2,2,2,58,6,1,1,2,7,3
102130,29,U,2,1,1,1,2,52,3,2,5,2,5,2
102134,42,U,1,1,1,1,2,99,4,2,6,2,10,2
102137,48,U,3,1,2,1,2,69,3,1,5,2,3,3
102141,51,U,3,1,1,1,2,30,5,2,6,1,3,2
102148,48,S,3,1,6,1,2,40,8,1,1,1,6,2
102149,21,U,3,1,1,2,1,68,4,1,1,2,8,1
102150,55,R,2,1,1,3,1,34,4,1,3,2,2,3
102159,45,S,3,1,1,2,1,73,5,1,1,2,10,2
102160,47,R,3,1,1,1,2,57,5,4,3,2,10,2
102161,37,R,3,1,2,2,2,48,3,1,3,2,10,3
102164,20,U,2,2, ,1,2,35,3,3, , , ,3
102167,9,S,1,1,1,2,2,79,3,1,1,2,10,1
102172,47,R,3,1,1,1,2,78,3,1,1,2,9,2
102174,54,S,3,1,2,3,1,30,8,1,1,2,7,1
102176,36,S,1,1,2,2,1,55,5,1,1,2,8,3
102187,29,S,2,1,1,1,2,60,8,1,1,2,4,2
102191,27,S,2,1,1,2,1,68,8,1,1,2,10,1
102192,42,S,1,1,3,2,2,68,6,1,1,2,10,3
102194,12,U,3,1,1,1,2,44,6,2,6,2,4,2
102196,42,R,1,2, ,9,2,40,3,1, , , ,4
102199,36,S,1,1,1,1,2,64,5,1,1,2,10,2
102200,42,S,1,2, ,1,2,95,3,1, , , ,2
102201,22,S,3,1,1,1,2,49,8,2,1,1,9,2
102212,27,R,2,1,1,9,2,48,3,1,1,2,6,9
102222,27,S,2,1,1,1,1,64,6,1,6,2,5,2
102223,34,S,1,1,1,2,1,40,8,1,1,1,7,2
102228,20,R,2,1,2,2,2,63,3,1,1,2,5,1
102231,37,S,3,1,1,9,1,86,4,1,6,2,10,2
102235,25,S,1,1,2,2,1,44,4,1,6,2,6,3
102241,47,R,3,1,1,2,1,75,6,1,1,2,9,1
102243,19,U,2,1,1,1,2,53,5,2,1,2,4,2
102247,29,R,2,1,1,1,2,90,4,1,5,2,2,2
102248,20,U,2,1,2,1,2,36,8,1,1,1,8,2
102253,47,S,3,1,1,1,2,73,3,1,1,2,3,2
102256,26,S,2,1,2,2,2,79,3,1,5,2,2,3
102263,37,R,3,1,1,9,2,63,5,1,1,2,4,2
102274,34,S,1,1,1,2,2,47,5,1,1,1,8,1
102279,1,R,3,1,1,2,1,43,8,1,1,1,9,1
102281,34,S,1,1,2,2,2,87,3,1,5,2,3,3
102286,8,S,4,2, ,9,2,40,3,1, , , ,3
102302,49,U,4,1,2,2,1,46,3,1,1,1,7,3
